Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (rooMar 13 10:47:01 mit-CF-AX2L-50MF CRON[15330]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:47:01 mit-CF-AX2L-50MF CRON[15332]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:48:01 mit-CF-AX2L-50MF CRON[15393]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:48:01 mit-CF-AX2L-50MF CRON[15394]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:49:01 mit-CF-AX2L-50MF CRON[15460]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:49:01 mit-CF-AX2L-50MF CRON[15461]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15521]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15522]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16039]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16040]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:25 mit-CF-AX2L-50MF sudo[16253]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16853]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16854]: (rooMar 13 10:48:01 mit-CF-AX2L-50MF CRON[15393]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:48:01 mit-CF-AX2L-50MF CRON[15394]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:49:01 mit-CF-AX2L-50MF CRON[15460]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:49:01 mit-CF-AX2L-50MF CRON[15461]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15521]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15522]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16039]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16040]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:25 mit-CF-AX2L-50MF sudo[16253]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16853]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16854]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16942]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16944]: (mit) CMMar 13 10:49:01 mit-CF-AX2L-50MF CRON[15460]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:49:01 mit-CF-AX2L-50MF CRON[15461]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15521]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15522]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16039]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16040]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:25 mit-CF-AX2L-50MF sudo[16253]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16853]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16854]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16942]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16944]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[16999]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[17002]: (mit) CMMar 13 10:50:01 mit-CF-AX2L-50MF CRON[15521]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:50:01 mit-CF-AX2L-50MF CRON[15522]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16039]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16040]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:25 mit-CF-AX2L-50MF sudo[16253]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16853]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16854]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16942]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16944]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[16999]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[17002]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:01:01 mit-CF-AX2L-50MF CRON[17362]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:01:01 mit-CF-AX2L-50MF CRON[17361]: (mit) CMMar 13 10:51:05 mit-CF-AX2L-50MF CRON[16039]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:05 mit-CF-AX2L-50MF CRON[16040]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:51:25 mit-CF-AX2L-50MF sudo[16253]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:51:32 mit-CF-AX2L-50MF sudo[16320]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16528]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:52:01 mit-CF-AX2L-50MF CRON[16530]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16557]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:53:01 mit-CF-AX2L-50MF CRON[16558]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16622]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:01 mit-CF-AX2L-50MF CRON[16624]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16643]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:54:12 mit-CF-AX2L-50MF sudo[16647]:      mit : TTY=pts/3 ; PWD=/var/www/tsanta/php/netfilter/menu/history ; USER=root ; COMMAND=/usr/sbin/iptables -L
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16681]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:55:01 mit-CF-AX2L-50MF CRON[16686]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16752]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:56:01 mit-CF-AX2L-50MF CRON[16753]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16811]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:57:01 mit-CF-AX2L-50MF CRON[16812]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16853]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:58:01 mit-CF-AX2L-50MF CRON[16854]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16942]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 10:59:01 mit-CF-AX2L-50MF CRON[16944]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[16999]: (root) CMD (journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
Mar 13 11:00:01 mit-CF-AX2L-50MF CRON[17002]: (mit) CMD (sudo journalctl -f|grep iptables >> /var/www/tsanta/php/netfilter/menu/history/history.data)
